video_id,url,title,category,tags,attempts,error,recommended_action
7195014413932367116,https://www.douyin.com/video/7195014413932367116,解题思路，遇到高质量防守且自己冲劲儿过猛，可以使用停顿技术重新回到拉吊节奏#羽毛球 #羽毛球教学 #羽毛球训练 #刘辉羽毛球 @抖音小助手,单打战术,单打战术；训练与纠错,2,media URL not observed after bounded wait,retry_with_browser_manual_asset_check
7193151905139395872,https://www.douyin.com/video/7193151905139395872,今天恢复直播。就算压不住，也有效果，遇到平高有条件直接反加速#羽毛球 #羽毛球教学 #羽毛球训练 #刘辉羽毛球 @抖音小助手,训练与纠错,训练与纠错,2,media URL not observed after bounded wait,retry_with_browser_manual_asset_check
7185744630439333153,https://www.douyin.com/video/7185744630439333153,🐏后第一场单打，大家想看我打对抗，可是对抗视频时间太长了，没人看的#羽毛球 #单打 #刘辉羽毛球 @抖音小助手,单打战术,单打战术,2,media URL not observed after bounded wait,retry_with_browser_manual_asset_check
7185360811248864544,https://www.douyin.com/video/7185360811248864544,就像跑步重心要在前面，倒退跑重心要在后面一样#羽毛球 #羽毛球教学 #羽毛球训练 #刘辉羽毛球 @抖音小助手,步法与移动,步法与移动；训练与纠错,2,media URL not observed after bounded wait,retry_with_browser_manual_asset_check
7184618028619910433,https://www.douyin.com/video/7184618028619910433,1.6万 各位不要钻牛角尖里，哪条腿都可以作为发力的源头，只要实际情况允许#羽毛球 #羽毛球教学 #羽毛球训练 #刘辉羽毛球 @抖音小助手,发力与身体运用,发力与身体运用；训练与纠错,2,media URL not observed after bounded wait,retry_with_browser_manual_asset_check
7183132124801682726,https://www.douyin.com/video/7183132124801682726,这个配乐我也得跟啊，这周恢复一下，下周继续更新大家喜欢的系列#羽毛球 #羽毛球教学 #羽毛球训练 #刘辉羽毛球 @抖音小助手,训练与纠错,训练与纠错,2,media URL not observed after bounded wait,retry_with_browser_manual_asset_check
7175339579392707878,https://www.douyin.com/video/7175339579392707878,现场嘈杂，说话声音大了点，各位见谅#羽毛球 #羽毛球训练 #羽毛球教学 #刘辉羽毛球 @抖音小助手,训练与纠错,训练与纠错,2,media URL not observed after bounded wait,retry_with_browser_manual_asset_check
7174969770511551756,https://www.douyin.com/video/7174969770511551756,承认被动，是一件很难的事#羽毛球 #羽毛球教学 #羽毛球训练 @抖音小助手 #刘辉羽毛球,训练与纠错,训练与纠错,2,media URL not observed after bounded wait,retry_with_browser_manual_asset_check
7169772952039345411,https://www.douyin.com/video/7169772952039345411,腰腹有带动，引拍会因为惯性自然出现，出拍轨迹就正了，出手速度也快了#羽毛球 #羽毛球教学 #羽毛球训练 #刘辉羽毛球 @抖音小助手,握拍与基本动作,握拍与基本动作；训练与纠错,2,media URL not observed after bounded wait,retry_with_browser_manual_asset_check
7164948889630493991,https://www.douyin.com/video/7164948889630493991,第二集来啦，很多朋友动作都是对的，就是做不好，也许就差一点小细节，这个小细节改正很简单，可是发现很难#羽毛球 #羽毛球教学 #羽毛球训练 #刘辉羽毛球 @抖音小助手,训练与纠错,训练与纠错,2,media URL not observed after bounded wait,retry_with_browser_manual_asset_check
7163836275487804676,https://www.douyin.com/video/7163836275487804676,最容易忽略的发力小细节，还有好为人师，有人喜欢有人讨厌，所以平时打球更多的时候大家选择的大多都是沉默#羽毛球 #羽毛球教学 #羽毛球训练 #刘辉羽毛球 @抖音小助手,发力与身体运用,发力与身体运用；训练与纠错,2,media URL not observed after bounded wait,retry_with_browser_manual_asset_check
7156043406962134306,https://www.douyin.com/video/7156043406962134306,本视频适合已经掌握一定程度，就差临门一脚的球友朋友们#羽毛球 #羽毛球教学 #羽毛球训练 #刘辉羽毛球 @抖音小助手,训练与纠错,训练与纠错,2,media URL not observed after bounded wait,retry_with_browser_manual_asset_check
7154558892742151464,https://www.douyin.com/video/7154558892742151464,一句话，挡的近，人往前走。挡的远，不要动#羽毛球 #羽毛球教学 #羽毛球训练 #刘辉羽毛球 @抖音小助手,训练与纠错,训练与纠错,2,media URL not observed after bounded wait,retry_with_browser_manual_asset_check
7153445193713290511,https://www.douyin.com/video/7153445193713290511,被动肯定要发力，但是要把力量使用在挥拍的速度上，而不是动作的幅度#羽毛球 #羽毛球训练 #羽毛球教学 #刘辉羽毛球 @抖音小助手,后场技术,后场技术；发力与身体运用；训练与纠错,2,media URL not observed after bounded wait,retry_with_browser_manual_asset_check
7151961376448138531,https://www.douyin.com/video/7151961376448138531,安排，正反手一起#羽毛球教学 #羽毛球训练 #羽毛球 #刘辉羽毛球 @抖音小助手,训练与纠错,训练与纠错,2,media URL not observed after bounded wait,retry_with_browser_manual_asset_check
7150847019320429839,https://www.douyin.com/video/7150847019320429839,跳出束缚，灵活握拍#羽毛球 #羽毛球训练 #羽毛球教学 #刘辉羽毛球 @抖音小助手,握拍与基本动作,握拍与基本动作；训练与纠错,2,media URL not observed after bounded wait,retry_with_browser_manual_asset_check
7148990784363138344,https://www.douyin.com/video/7148990784363138344,身体是歪的作用，1腰腹纵向发力成功介入，2肩膀和肘顶起来拿到了高点，3手臂和脸有了自然距离#羽毛球 #羽毛球教学 #羽毛球训练 #刘辉羽毛球 @抖音小助手,发力与身体运用,发力与身体运用；训练与纠错,2,media URL not observed after bounded wait,retry_with_browser_manual_asset_check
7148267452877638944,https://www.douyin.com/video/7148267452877638944,这种球对方太主动，等球不转了在打也不行，点就太低了#羽毛球 #羽毛球教学 #刘辉羽毛球 #羽毛球训练 @抖音小助手,训练与纠错,训练与纠错,2,media URL not observed after bounded wait,retry_with_browser_manual_asset_check
7115598014642736424,https://www.douyin.com/video/7115598014642736424,此视频警醒伙伴们，球不落地，拼搏到底，技能使用者@皓憨憨 #刘辉羽毛球 #羽毛球 #羽毛球教学 @抖音小助手,训练与纠错,训练与纠错,2,media URL not observed after bounded wait,retry_with_browser_manual_asset_check
