video_id,url,title,teaching_candidate,raw_text
"7649859454980141553","https://www.douyin.com/video/7649859454980141553","华羽奖励新王刘亮 #羽毛球#林丹杯羽毛球公开赛 #刘辉羽毛球","no","4.0万 华羽奖励新王刘亮 #羽毛球#林丹杯羽毛球公开赛 #刘辉羽毛球"
"7649136345055662257","https://www.douyin.com/video/7649136345055662257","紫电青霜 四个人用的都是紫电青霜，大家可以从进攻的力度，挥速，防守，甚至耐撞去感受这是一把多么全面的球拍！我真的很为这把拍子骄傲，6月20号晚7点紫电青霜，羽你相见#羽毛球 #刘辉羽毛球 #华羽","no","2.4万 紫电青霜 四个人用的都是紫电青霜，大家可以从进攻的力度，挥速，防守，甚至耐撞去感受这是一把多么全面的球拍！我真的很为这把拍子骄傲，6月20号晚7点紫电青霜，羽你相见#羽毛球 #刘辉羽毛球 #华羽"
"7647839024535507897","https://www.douyin.com/video/7647839024535507897","7.8万 高手进阶 正反手都是一样的道理，王柏钦是个非常有天赋的人，很少见#羽毛球#刘辉羽毛球#华羽#羽毛球教学","yes","共创 7.8万 高手进阶 正反手都是一样的道理，王柏钦是个非常有天赋的人，很少见#羽毛球#刘辉羽毛球#华羽#羽毛球教学"
"7643719807951615482","https://www.douyin.com/video/7643719807951615482","回动步法合理性 每个人的合理也不一样，有的人腿的力量强，并步能并很远，所以还要结合自己的情况#羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练","yes","2.1万 回动步法合理性 每个人的合理也不一样，有的人腿的力量强，并步能并很远，所以还要结合自己的情况#羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练"
"7642648621985030138","https://www.douyin.com/video/7642648621985030138","跑动节奏 步法到早到晚都会让动作的节奏脱节，这个是可以加入主观意识去匹配速度的#羽毛球 #羽毛球教学 #羽毛球训练 #刘辉羽毛球","yes","4.6万 跑动节奏 步法到早到晚都会让动作的节奏脱节，这个是可以加入主观意识去匹配速度的#羽毛球 #羽毛球教学 #羽毛球训练 #刘辉羽毛球"
"7641533740292048049","https://www.douyin.com/video/7641533740292048049","全体系发力应用 没有真正的对错，只有合适才是对的#羽毛球#刘辉羽毛球#羽毛球教学#羽毛球","yes","2.8万 全体系发力应用 没有真正的对错，只有合适才是对的#羽毛球#刘辉羽毛球#羽毛球教学#羽毛球"
"7639306481355832689","https://www.douyin.com/video/7639306481355832689","接发准备 每个人都要清楚做动作的目的性，不能盲目学习#羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练","yes","7.3万 接发准备 每个人都要清楚做动作的目的性，不能盲目学习#羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练"
"7636985243803146331","https://www.douyin.com/video/7636985243803146331","混双组合技 超实用的混双组合技带给大家#羽毛球 #刘辉羽毛球 #华羽","no","2.8万 混双组合技 超实用的混双组合技带给大家#羽毛球 #刘辉羽毛球 #华羽"
"7634998306204492794","https://www.douyin.com/video/7634998306204492794","双打更被动的防守处理 #羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练","yes","3.7万 双打更被动的防守处理 #羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练"
"7634016952800880570","https://www.douyin.com/video/7634016952800880570","起跳进阶 有的时候努力得不到回报，有可能是方向选择错了#羽毛球 #刘辉羽毛球 #羽毛球训练 #羽毛球教学","yes","2.3万 起跳进阶 有的时候努力得不到回报，有可能是方向选择错了#羽毛球 #刘辉羽毛球 #羽毛球训练 #羽毛球教学"
"7631290187235164026","https://www.douyin.com/video/7631290187235164026","发力其他细节 有些动作大家做不出来，还是不够夸张，夸张才能学的会，因为自己做动作是会打折扣的#刘辉羽毛球 #羽毛球 #羽毛球教学#羽毛球训练 #dou来挥拍","yes","3.8万 发力其他细节 有些动作大家做不出来，还是不够夸张，夸张才能学的会，因为自己做动作是会打折扣的#刘辉羽毛球 #羽毛球 #羽毛球教学#羽毛球训练 #dou来挥拍"
"7630800123594285305","https://www.douyin.com/video/7630800123594285305","减少失误 一个球总失误，除了动作不熟练，还有可能是人的节奏和球速不匹配，因为节奏陌生而产生的失误#羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练","yes","1.7万 减少失误 一个球总失误，除了动作不熟练，还有可能是人的节奏和球速不匹配，因为节奏陌生而产生的失误#羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练"
"7628342769941691121","https://www.douyin.com/video/7628342769941691121","放松架拍 没有说对错，是很多人还不会自然传动力量就开始锁定身体，锁住力量是为了让会发力的人爆发力最大化，不会发力的只会更僵硬#羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练","yes","2.4万 放松架拍 没有说对错，是很多人还不会自然传动力量就开始锁定身体，锁住力量是为了让会发力的人爆发力最大化，不会发力的只会更僵硬#羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练"
"7627338837022917809","https://www.douyin.com/video/7627338837022917809","2.2万 萌辉组合 混双怎么比单打还累？还好我的女搭档足够强#刘辉羽毛球 #羽毛球","yes","共创 2.2万 萌辉组合 混双怎么比单打还累？还好我的女搭档足够强#刘辉羽毛球 #羽毛球"
"7626127268884067249","https://www.douyin.com/video/7626127268884067249","保姆级反手发球教学 首先就是这三位都是年训学员，天天在一起关系比较好，所以说话自由一点，大家不要喷我！再一个就是时长比较长，啰嗦，但是每次教学大家都说是演员，所以我发一个相对完整的给大家看看，平时都是发精剪的，但是这种长的你们不喜欢看！","yes","2.4万 保姆级反手发球教学 首先就是这三位都是年训学员，天天在一起关系比较好，所以说话自由一点，大家不要喷我！再一个就是时长比较长，啰嗦，但是每次教学大家都说是演员，所以我发一个相对完整的给大家看看，平时都是发精剪的，但是这种长的你们不喜欢看！"
"7622167629645727717","https://www.douyin.com/video/7622167629645727717","多体系应用 标准的普通体系就是力量由下向上自然传递，没有哪个环节着重发力#羽毛球 #羽毛球教学 #刘辉羽毛球 #羽毛球训练","yes","1.3万 多体系应用 标准的普通体系就是力量由下向上自然传递，没有哪个环节着重发力#羽毛球 #羽毛球教学 #刘辉羽毛球 #羽毛球训练"
"7621243051541587889","https://www.douyin.com/video/7621243051541587889","双打防守思路 你总会遇到你挑不起来的进攻#羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练","yes","1.4万 双打防守思路 你总会遇到你挑不起来的进攻#羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练"
"7619576226616745445","https://www.douyin.com/video/7619576226616745445","双打进攻思路 抛砖引玉，场景太多，整体就是要根据自己和队友的位置去考虑#羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球双打","yes","4.0万 双打进攻思路 抛砖引玉，场景太多，整体就是要根据自己和队友的位置去考虑#羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球双打"
"7618301799796222833","https://www.douyin.com/video/7618301799796222833","加速的代价 其实高级同水平对抗是不会轻易加速的，除非你们像我一样，是真的不想有任何多拍#羽毛球 #羽毛球教学 #刘辉羽毛球","yes","4.7万 加速的代价 其实高级同水平对抗是不会轻易加速的，除非你们像我一样，是真的不想有任何多拍#羽毛球 #羽毛球教学 #刘辉羽毛球"
"7616819993833503601","https://www.douyin.com/video/7616819993833503601","球速匹配 我觉得这样的方式比较直观，练步法的意义还是为了打球！别为了跑步法而跑步法#羽毛球 #羽毛球教学 #羽毛球训练 #刘辉羽毛球","yes","5.4万 球速匹配 我觉得这样的方式比较直观，练步法的意义还是为了打球！别为了跑步法而跑步法#羽毛球 #羽毛球教学 #羽毛球训练 #刘辉羽毛球"
"7615737190207725937","https://www.douyin.com/video/7615737190207725937","与蔡晓源单打 本来定的是打一局，21-19 18-21 弃！但是打蔡龙虎就是得拐他！！！#刘辉羽毛球 #羽毛球","yes","1.9万 与蔡晓源单打 本来定的是打一局，21-19 18-21 弃！但是打蔡龙虎就是得拐他！！！#刘辉羽毛球 #羽毛球"
"7614167503938610417","https://www.douyin.com/video/7614167503938610417","双打实战轮转 无论训练时有多么默契，实战中都会有配合失误，那实战看的就是两个人的容错够不够#刘辉羽毛球#羽毛球 #羽毛球教学 #羽毛球训练","yes","7.2万 双打实战轮转 无论训练时有多么默契，实战中都会有配合失误，那实战看的就是两个人的容错够不够#刘辉羽毛球#羽毛球 #羽毛球教学 #羽毛球训练"
"7612395467809424497","https://www.douyin.com/video/7612395467809424497","年后恢复 复工啦，先自己恢复恢复#刘辉羽毛球 #羽毛球","no","2.0万 年后恢复 复工啦，先自己恢复恢复#刘辉羽毛球 #羽毛球"
"7611635851789771721","https://www.douyin.com/video/7611635851789771721","体系认知 关注我的朋友，也是因为我讲的一个体系刚好在认知内，所以关注，如果我讲另一种情况，会不会就是不关注了？因为在认知外#羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练","yes","1.5万 体系认知 关注我的朋友，也是因为我讲的一个体系刚好在认知内，所以关注，如果我讲另一种情况，会不会就是不关注了？因为在认知外#羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练"
"7609429014616637050","https://www.douyin.com/video/7609429014616637050","4.8万 大臂妙用 国家队不代表技术没法升级，能力强形成闭环了，就掩盖技术问题了#羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练","yes","共创 4.8万 大臂妙用 国家队不代表技术没法升级，能力强形成闭环了，就掩盖技术问题了#羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练"
"7607852875611759802","https://www.douyin.com/video/7607852875611759802","3.8万 压迫位封网 祝大家新年快乐！大年初二也不要忘记研究羽毛球啊！#羽毛球 #刘辉羽毛球#羽毛球教学 #羽毛球训练","yes","共创 3.8万 压迫位封网 祝大家新年快乐！大年初二也不要忘记研究羽毛球啊！#羽毛球 #刘辉羽毛球#羽毛球教学 #羽毛球训练"
"7606412946096327978","https://www.douyin.com/video/7606412946096327978","22.7万 这期很长 刘辉教练干货很多 建议大家多看几遍 会很有收获#小叶老师羽毛球 #刘辉羽毛球 #羽毛球教学 #快杀","yes","共创 22.7万 这期很长 刘辉教练干货很多 建议大家多看几遍 会很有收获#小叶老师羽毛球 #刘辉羽毛球 #羽毛球教学 #快杀"
"7606560547489149691","https://www.douyin.com/video/7606560547489149691","3.1万 进阶起跳 #羽毛球#羽毛球教学 #羽毛球训练 #刘辉羽毛球","yes","共创 3.1万 进阶起跳 #羽毛球#羽毛球教学 #羽毛球训练 #刘辉羽毛球"
"7605147991963421971","https://www.douyin.com/video/7605147991963421971","华羽新品手胶将于2.11号晚上22点首发，带来的是极致的性价比与体验感，我还准备了很多惊喜和礼物，届时直播间见！#羽毛球 #手胶 #刘辉羽毛球 #华羽","no","6353 华羽新品手胶将于2.11号晚上22点首发，带来的是极致的性价比与体验感，我还准备了很多惊喜和礼物，届时直播间见！#羽毛球 #手胶 #刘辉羽毛球 #华羽"
"7603148927714908273","https://www.douyin.com/video/7603148927714908273","近网被动处理 正常打肯定解不掉，谁打谁知道！！#羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练","yes","2.0万 近网被动处理 正常打肯定解不掉，谁打谁知道！！#羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练"
"7602766054809333617","https://www.douyin.com/video/7602766054809333617","单打防守反击 #刘辉羽毛球 #羽毛球 #羽毛球教学 #羽毛球训练","yes","1.4万 单打防守反击 #刘辉羽毛球 #羽毛球 #羽毛球教学 #羽毛球训练"
"7600107130034047973","https://www.douyin.com/video/7600107130034047973","体系认知1 希望大家一定要看完，会非常有收获#羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练","yes","4.7万 体系认知1 希望大家一定要看完，会非常有收获#羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练"
"7598855095372185273","https://www.douyin.com/video/7598855095372185273","辅助手作用2 #羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练","yes","4.8万 辅助手作用2 #羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练"
"7597528312752490929","https://www.douyin.com/video/7597528312752490929","辅助手的作用（1） #刘辉羽毛球 #羽毛球 #羽毛球教学 #羽毛球训练","yes","2.6万 辅助手的作用（1） #刘辉羽毛球 #羽毛球 #羽毛球教学 #羽毛球训练"
"7596955153073478011","https://www.douyin.com/video/7596955153073478011","提拉进阶 建议和前面的切腰一起看！，这次终于是会了吧#刘辉羽毛球 #羽毛球 #羽毛球教学 #羽毛球训练","yes","3.4万 提拉进阶 建议和前面的切腰一起看！，这次终于是会了吧#刘辉羽毛球 #羽毛球 #羽毛球教学 #羽毛球训练"
"7595804581259641521","https://www.douyin.com/video/7595804581259641521","深夜高级教学 张旌懿平时使用的为快速框架，今天让他体验下力量框架，深夜教学穿着略显随意望海涵#刘辉羽毛球 #羽毛球教学 #羽毛球","yes","1.5万 深夜高级教学 张旌懿平时使用的为快速框架，今天让他体验下力量框架，深夜教学穿着略显随意望海涵#刘辉羽毛球 #羽毛球教学 #羽毛球"
"7593661008519810289","https://www.douyin.com/video/7593661008519810289","滑拍直线 阶梯式的学习好好！#羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练","yes","2.9万 滑拍直线 阶梯式的学习好好！#羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练"
"7592181557051310961","https://www.douyin.com/video/7592181557051310961","女生反手发力 身体代偿力量，手指手腕集中介入，身体要转的快补拍速#羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练","yes","1.1万 女生反手发力 身体代偿力量，手指手腕集中介入，身体要转的快补拍速#羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练"
"7591112983016940977","https://www.douyin.com/video/7591112983016940977","中低手位切腰 #刘辉羽毛球 #羽毛球 #羽毛球教学 #羽毛球训练","yes","6.7万 中低手位切腰 #刘辉羽毛球 #羽毛球 #羽毛球教学 #羽毛球训练"
"7589749293205363633","https://www.douyin.com/video/7589749293205363633","后场框架应用 如果基础好，可以推荐出快速框架，之前发过很多爆发力出框架的作品！但是顶肘动作小带来效率的同时，也会因为顶肘动作小而削弱摆臂的幅度而失去力量！如果没有的专业力量的的朋友推荐第二种，但是要注意是拍低肘不低！不然会导致错误顶肘成为错误动作！ 总结，快速框架优点是容易做速度快效率高！缺点不好发力 动态低架优点是，容错率高，省力！缺点是不好学习 普通的架拍，优点是都能兼顾，缺点是该来不及的还是来不及#刘辉羽毛球 #羽毛球 #羽毛球教学 #羽毛球训练","yes","6.1万 后场框架应用 如果基础好，可以推荐出快速框架，之前发过很多爆发力出框架的作品！但是顶肘动作小带来效率的同时，也会因为顶肘动作小而削弱摆臂的幅度而失去力量！如果没有的专业力量的的朋友推荐第二种，但是要注意是拍低肘不低！不然会导致错误顶肘成为错误动作！ 总结，快速框架优点是容易做速度快效率高！缺点不好发力 动态低架优点是，容错率高，省力！缺点是不好学习 普通的架拍，优点是都能兼顾，缺点是该来不及的还是来不及#刘辉羽毛球 #羽毛球 #羽毛球教学 #羽毛球训练"
"7589590613499595185","https://www.douyin.com/video/7589590613499595185","发小球进阶 大家总是关注球飞的贴不贴，贴当然重要，但是力量控制到过网能落也很重要#刘辉羽毛球 #羽毛球 #羽毛球教学 #羽毛球训练","yes","1.4万 发小球进阶 大家总是关注球飞的贴不贴，贴当然重要，但是力量控制到过网能落也很重要#刘辉羽毛球 #羽毛球 #羽毛球教学 #羽毛球训练"
"7588747058782683513","https://www.douyin.com/video/7588747058782683513","劈球进阶 转着劈，加更快更多的腰腹动作就成功啦，击球点要往后放#羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练","yes","1.7万 劈球进阶 转着劈，加更快更多的腰腹动作就成功啦，击球点要往后放#羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练"
"7588003889807756593","https://www.douyin.com/video/7588003889807756593","双打对抗 挺好玩的双打比赛，意外频出#羽毛球 #刘辉羽毛球 #华羽","yes","1.1万 双打对抗 挺好玩的双打比赛，意外频出#羽毛球 #刘辉羽毛球 #华羽"
"7587362379455778097","https://www.douyin.com/video/7587362379455778097","滑拍进阶 但是滑拍球快了落点会远，想近就需要抛物线更明显，会慢#刘辉羽毛球 #羽毛球 #羽毛球教学 #羽毛球训练 #华羽","yes","15.3万 滑拍进阶 但是滑拍球快了落点会远，想近就需要抛物线更明显，会慢#刘辉羽毛球 #羽毛球 #羽毛球教学 #羽毛球训练 #华羽"
"7586613438625959217","https://www.douyin.com/video/7586613438625959217","单打防守 主要在于省步子，和好衔接，当对方球速非常快的时候就只能这样接了#刘辉羽毛球 #羽毛球#羽毛球教学 #华羽","yes","3.3万 单打防守 主要在于省步子，和好衔接，当对方球速非常快的时候就只能这样接了#刘辉羽毛球 #羽毛球#羽毛球教学 #华羽"
"7585528594743495985","https://www.douyin.com/video/7585528594743495985","回馈兄弟们 请期待华羽兄弟杯！报名抖音联系天津队主教练@冠军默大爷 他是我培训班负责的主教练#羽毛球 #刘辉羽毛球 #华羽","no","1.2万 回馈兄弟们 请期待华羽兄弟杯！报名抖音联系天津队主教练@冠军默大爷 他是我培训班负责的主教练#羽毛球 #刘辉羽毛球 #华羽"
"7584027962087066937","https://www.douyin.com/video/7584027962087066937","感谢信 我的运营告诉我，我的关注人群87%是男性，这个号废了！卖不了东西！我和他说我的兄弟多！让他闭嘴了！兄弟姐妹们太给力了！没有兄弟们我刘辉啥也不是！我一定不忘初心，服务好兄弟们#羽毛球#刘辉羽毛球","no","1.2万 感谢信 我的运营告诉我，我的关注人群87%是男性，这个号废了！卖不了东西！我和他说我的兄弟多！让他闭嘴了！兄弟姐妹们太给力了！没有兄弟们我刘辉啥也不是！我一定不忘初心，服务好兄弟们#羽毛球#刘辉羽毛球"
"7583427483287326001","https://www.douyin.com/video/7583427483287326001","华羽 新拍晚上直播间晚上9点首发，包括赠送的新网课也是首发，我还准备了很多惊喜和礼物，晚上九点见！#羽毛球 #刘辉羽毛球","no","1.8万 华羽 新拍晚上直播间晚上9点首发，包括赠送的新网课也是首发，我还准备了很多惊喜和礼物，晚上九点见！#羽毛球 #刘辉羽毛球"
"7582017752145136945","https://www.douyin.com/video/7582017752145136945","4.6万 升框架 童子功因为小时候没劲儿，训练量大了，通过本能就可以做出这样的升框架发力，职业选手在半场活动和拉吊中出现的比例更是高的惊人，不想误导新手，但是球友不知道也不行！因为这确实是合理的#羽毛球 #刘辉羽毛球 #羽毛球教学","yes","共创 4.6万 升框架 童子功因为小时候没劲儿，训练量大了，通过本能就可以做出这样的升框架发力，职业选手在半场活动和拉吊中出现的比例更是高的惊人，不想误导新手，但是球友不知道也不行！因为这确实是合理的#羽毛球 #刘辉羽毛球 #羽毛球教学"
"7579365574523565553","https://www.douyin.com/video/7579365574523565553","2.9万 星河赴远 虽然在相同的时间，我们在不同的地点遭遇到不同的困难，但是我们的心紧紧相连，在我们的世界里永远没有放弃！“问题不大，我们再来！”#刘辉羽毛球 #羽毛球","no","共创 2.9万 星河赴远 虽然在相同的时间，我们在不同的地点遭遇到不同的困难，但是我们的心紧紧相连，在我们的世界里永远没有放弃！“问题不大，我们再来！”#刘辉羽毛球 #羽毛球"
"7577392474555210597","https://www.douyin.com/video/7577392474555210597","反手发力 华羽新球拍预计12.6，谢谢大家的关注#羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练","yes","3.8万 反手发力 华羽新球拍预计12.6，谢谢大家的关注#羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练"
"7574364584997112305","https://www.douyin.com/video/7574364584997112305","保护膝盖 大家记住拉伸是在运动的最后，本期作品是先教的拉伸所以大家不要弄错顺序#羽毛球 #刘辉羽毛球","no","1.4万 保护膝盖 大家记住拉伸是在运动的最后，本期作品是先教的拉伸所以大家不要弄错顺序#羽毛球 #刘辉羽毛球"
"7573211923485260537","https://www.douyin.com/video/7573211923485260537","2.7万 孙超架拍特点 希望大家多提这样的问题，我的高级教练组成员很喜欢这种访谈类的技术探讨，今天出场的两位教练分别是前天津队主教练@冠军默大爷 ，和前陕西省省队主教练@Ldj","yes","共创 2.7万 孙超架拍特点 希望大家多提这样的问题，我的高级教练组成员很喜欢这种访谈类的技术探讨，今天出场的两位教练分别是前天津队主教练@冠军默大爷 ，和前陕西省省队主教练@Ldj"
"7571574635323124145","https://www.douyin.com/video/7571574635323124145","步法节奏 越着急跑输的越快，中场待着不动也不行，所以只能去找到这个接球的节奏#刘辉羽毛球 #羽毛球 #羽毛球教学 #羽毛球训练","yes","6.3万 步法节奏 越着急跑输的越快，中场待着不动也不行，所以只能去找到这个接球的节奏#刘辉羽毛球 #羽毛球 #羽毛球教学 #羽毛球训练"
"7570301879545426171","https://www.douyin.com/video/7570301879545426171","发力细节 每个人的情况不一样，我告诉抡大臂的人要用小臂，告诉内旋挥不正的人压手腕，不过他@姜晓🏸 但凡能做对一点，就总让我想起一位故人#羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练","yes","2.3万 发力细节 每个人的情况不一样，我告诉抡大臂的人要用小臂，告诉内旋挥不正的人压手腕，不过他@姜晓🏸 但凡能做对一点，就总让我想起一位故人#羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练"
"7567860375287303035","https://www.douyin.com/video/7567860375287303035","正手区前后步法（基础版） 正手区前后步法种类非常多，这是一种比较简单合理的步法，而且教学对象是左手，左右手的同学们都能看@姜晓 #羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练","yes","2.0万 正手区前后步法（基础版） 正手区前后步法种类非常多，这是一种比较简单合理的步法，而且教学对象是左手，左右手的同学们都能看@姜晓 #羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练"
"7567155406117533051","https://www.douyin.com/video/7567155406117533051","不同杀球 给大家解释为什么每个运动员动作不一样，其实在我的视角里，都是脚蹬地开始发力传递到球拍，但是每个人有差异，比如有的胳膊有劲儿，有的腰腹有劲儿，有的手腕有劲儿，通过漫长的训练，无意识的找到最适合自己发力配比，所以大家学习也得根据自己情况来#羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练","yes","4.4万 不同杀球 给大家解释为什么每个运动员动作不一样，其实在我的视角里，都是脚蹬地开始发力传递到球拍，但是每个人有差异，比如有的胳膊有劲儿，有的腰腹有劲儿，有的手腕有劲儿，通过漫长的训练，无意识的找到最适合自己发力配比，所以大家学习也得根据自己情况来#羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练"
"7563513758061114875","https://www.douyin.com/video/7563513758061114875","过渡击球点 简单来说就是放在外侧击球#羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练","yes","3.0万 过渡击球点 简单来说就是放在外侧击球#羽毛球 #刘辉羽毛球 #羽毛球教学 #羽毛球训练"
"7561558424342056250","https://www.douyin.com/video/7561558424342056250","女生跳杀 跳杀猛女@王婆的瓜 #刘辉羽毛球 #羽毛球 #羽毛球教学 #羽毛球训练","yes","8.3万 女生跳杀 跳杀猛女@王婆的瓜 #刘辉羽毛球 #羽毛球 #羽毛球教学 #羽毛球训练"
"7560064232592493882","https://www.douyin.com/video/7560064232592493882","抽球细节 面对快球，假设球一共飞行0.8秒到你的击球点，如果你光伸拍做框架就用了0.5秒，那就没法打了，但是如果0.3秒就能做好框架，你就有0.5秒可以挥拍#刘辉羽毛球 #羽毛球 #羽毛球教学 #羽毛球训练","yes","2.2万 抽球细节 面对快球，假设球一共飞行0.8秒到你的击球点，如果你光伸拍做框架就用了0.5秒，那就没法打了，但是如果0.3秒就能做好框架，你就有0.5秒可以挥拍#刘辉羽毛球 #羽毛球 #羽毛球教学 #羽毛球训练"
